clade_name,NCBI_tax_id,Soil_2_S57_trimmed_merged_profile,Soil_1_S56_trimmed_merged_profile,Sample_75_S163_trimmed_merged_profile,Sample_72_S162_trimmed_merged_profile,Sample_68_S161_trimmed_merged_profile,Sample_63_S160_trimmed_merged_profile,Sample_62_S159_trimmed_merged_profile,Sample_56_S158_trimmed_merged_profile,Sample_55_S157_trimmed_merged_profile,Sample_48_S156_trimmed_merged_profile,Sample_46_S155_trimmed_merged_profile,Sample_45_S154_trimmed_merged_profile,Sample_37_S152_trimmed_merged_profile,Sample_29_S151_trimmed_merged_profile,Sample_15_S150_trimmed_merged_profile,Sample_11_S149_trimmed_merged_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,2|1239|186801|186802|186804,0,0,0,0,4.10164,0,0.58919,0.34809,2.02955,0,1.37429,6.23968,0.13544,0.36014,1.94935,0.56078
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor,2|1239|186801|186802|186804|44259,0,0,0,0,0,0,0,0,0.04507,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis,2|1239|186801|186802|186804|44259|143361,0,0,0,0,0,0,0,0,0.04507,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter,2|1239|186801|186802|186804|1913599,0,0,0,0,0,0,0,0,0.21869,0,0,0.5454,0.01388,0,0.08755,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptoanaerobacter|s__Eubacterium_yurii,2|1239|186801|186802|186804|1913599|39498,0,0,0,0,0,0,0,0,0.21869,0,0,0.5454,0.01388,0,0.08755,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified,2|1239|186801|186802|186804|,0,0,0,0,4.10164,0,0.43114,0.34809,1.7658,0,1.37429,5.69428,0.12156,0.36014,1.8618,0.56078
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified|s__Peptostreptococcaceae_bacterium_oral_taxon_113,2|1239|186801|186802|186804||1321783,0,0,0,0,4.10164,0,0.43114,0.34809,1.7658,0,1.37429,5.69428,0.12156,0.36014,1.8618,0.56078
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus,2|1239|186801|186802|186804|1257,0,0,0,0,0,0,0.15805,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis,2|1239|186801|186802|186804|1257|341694,0,0,0,0,0,0,0.15805,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes,2|1239|909932,0,0,0,0,0,0,0,0.10291,0.03705,0,0,0,0,0,0.09662,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,2|1239|909932|909929,0,0,0,0,0,0,0,0.10291,0.03705,0,0,0,0,0,0.09662,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae,2|1239|909932|909929|1843491,0,0,0,0,0,0,0,0.10291,0.03705,0,0,0,0,0,0.09662,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas,2|1239|909932|909929|1843491|970,0,0,0,0,0,0,0,0.10291,0.03705,0,0,0,0,0,0.09662,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp_oral_taxon_892,2|1239|909932|909929|1843491|970|1321785,0,0,0,0,0,0,0,0.10291,0.03705,0,0,0,0,0,0.09662,0
k__Bacteria|p__Firmicutes|c__Tissierellia,2|1239|1737404,0,0,0,0,0.10457,0,0,0,0.59802,0,0,1.50808,0,0.08534,0.13559,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales,2|1239|1737404|1737405,0,0,0,0,0.10457,0,0,0,0.59802,0,0,1.50808,0,0.08534,0.13559,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae,2|1239|1737404|1737405|1570339,0,0,0,0,0.10457,0,0,0,0.59802,0,0,1.50808,0,0.08534,0.13559,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas,2|1239|1737404|1737405|1570339|543311,0,0,0,0,0.10457,0,0,0,0.59802,0,0,1.50808,0,0.08534,0.13559,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra,2|1239|1737404|1737405|1570339|543311|33033,0,0,0,0,0.10457,0,0,0,0.59802,0,0,1.50808,0,0.08534,0.13559,0
k__Bacteria|p__Fusobacteria,2|32066,0,0,0,0,0,0,0,0.08569,0.18025,0,0,0.09734,0,0,0.05983,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia,2|32066|203490,0,0,0,0,0,0,0,0.08569,0.18025,0,0,0.09734,0,0,0.05983,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,2|32066|203490|203491,0,0,0,0,0,0,0,0.08569,0.18025,0,0,0.09734,0,0,0.05983,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,2|32066|203490|203491|203492,0,0,0,0,0,0,0,0.08569,0.11334,0,0,0.09734,0,0,0.02837,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,2|32066|203490|203491|203492|848,0,0,0,0,0,0,0,0.08569,0.11334,0,0,0.09734,0,0,0.02837,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_hwasookii,2|32066|203490|203491|203492|848|1583098,0,0,0,0,0,0,0,0.08569,0.11334,0,0,0,0,0,0.02837,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum,2|32066|203490|203491|203492|848|851,0,0,0,0,0,0,0,0,0,0,0,0.09734,0,0,0,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,2|32066|203490|203491|1129771,0,0,0,0,0,0,0,0,0.06691,0,0,0,0,0,0.03145,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia,2|32066|203490|203491|1129771|32067,0,0,0,0,0,0,0,0,0.06691,0,0,0,0,0,0.03145,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_212,2|32066|203490|203491|1129771|32067|712357,0,0,0,0,0,0,0,0,0.06691,0,0,0,0,0,0.03145,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,2|1224|28211,0.62612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales,2|1224|28211|356,0.62612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified,2|1224|28211|356|,0.62612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter,2|1224|28211|356||1484898,0.62612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_superfactus,2|1224|28211|356||1484898|1774969,0.62612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,2|1224|28216|80840,0,0,0,0,0.69302,0,4.4285,5.7305,2.73789,0,0,12.99019,10.26388,0,1.36536,2.15602
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae,2|1224|28216|80840|119060,0,0,0,0,0,0,4.08709,5.7305,1.89678,0,0,4.92492,7.78481,0,0.90796,2.15602
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia,2|1224|28216|80840|119060|47670,0,0,0,0,0,0,4.08709,5.7305,1.89678,0,0,4.92492,7.78481,0,0.90796,2.15602
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis,2|1224|28216|80840|119060|47670|47671,0,0,0,0,0,0,4.08709,5.7305,1.89678,0,0,4.92492,7.78481,0,0.90796,2.15602
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,2|1224|28216|80840|80864,0,0,0,0,0.69302,0,0.34141,0,0.8411,0,0,8.06527,2.47906,0,0.45739,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia,2|1224|28216|80840|80864|219181,0,0,0,0,0.69302,0,0.34141,0,0.8411,0,0,8.06527,2.47906,0,0.45739,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_sp_oral_taxon_894,2|1224|28216|80840|80864|219181|1658672,0,0,0,0,0.69302,0,0.34141,0,0.8411,0,0,8.06527,2.47906,0,0.45739,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,2|1224|28216|206351,0,0,0,0,0,0,2.93787,11.15532,1.0115,0,0,1.77628,6.57173,0,0.78533,2.34489
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,2|1224|28216|206351|481,0,0,0,0,0,0,2.93787,11.15532,1.0115,0,0,1.77628,6.57173,0,0.78533,2.34489
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella,2|1224|28216|206351|481|538,0,0,0,0,0,0,0.05533,0,0,0,0,1.17315,0,0,0.24065,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens,2|1224|28216|206351|481|538|539,0,0,0,0,0,0,0.05533,0,0,0,0,1.17315,0,0,0.24065,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella,2|1224|28216|206351|481|32257,0,0,0,0,0,0,0,0,0.06493,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans,2|1224|28216|206351|481|32257|502,0,0,0,0,0,0,0,0,0.06493,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Morococcus,2|1224|28216|206351|481|212742,0,0,0,0,0,0,0,0,0,0,0,0,0.24278,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Morococcus|s__Morococcus_cerebrosus,2|1224|28216|206351|481|212742|1056807,0,0,0,0,0,0,0,0,0,0,0,0,0.24278,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,2|1224|28216|206351|481|482,0,0,0,0,0,0,2.88254,11.15532,0.94656,0,0,0.60313,6.32895,0,0.54467,2.34489
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata,2|1224|28216|206351|481|482|495,0,0,0,0,0,0,0.74057,4.48669,0.20756,0,0,0,2.38656,0,0.37293,0.05879
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens,2|1224|28216|206351|481|482|484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08084,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_macacae,2|1224|28216|206351|481|482|496,0,0,0,0,0,0,0.16986,0,0,0,0,0,0.47099,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_mucosa,2|1224|28216|206351|481|482|488,0,0,0,0,0,0,1.76601,3.09258,0,0,0,0,0.60023,0,0,2.04408
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca,2|1224|28216|206351|481|482|490,0,0,0,0,0,0,0.20611,3.57605,0.17892,0,0,0.60313,2.87116,0,0.0909,0.24202
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014,2|1224|28216|206351|481|482|641148,0,0,0,0,0,0,0,0,0.56008,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified,2|1224|28221|,7.24035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified,2|1224|28221||,7.24035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified|g__Deltaproteobacteria_unclassified,2|1224|28221|||,7.24035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified|g__Deltaproteobacteria_unclassified|s__Deltaproteobacteria_bacterium_CG2_30_66_27,2|1224|28221||||1805127,4.98641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified|g__Deltaproteobacteria_unclassified|s__Deltaproteobacteria_bacterium_HGW_Deltaproteobacteria_19,2|1224|28221||||2013746,2.25394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales,2|1224|28221|69541,4.83326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae,2|1224|28221|69541|213421,4.83326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas,2|1224|28221|69541|213421|890,4.83326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae|g__Desulfuromonas|s__Desulfuromonas_soudanensis,2|1224|28221|69541|213421|890|1603606,4.83326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,2|1224|29547,0,0,0,0,0,0,0,0.04436,0.01586,0,0.12623,0,0.02353,0,0.05659,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,2|1224|29547|213849,0,0,0,0,0,0,0,0.04436,0.01586,0,0.12623,0,0.02353,0,0.05659,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,2|1224|29547|213849|72294,0,0,0,0,0,0,0,0.04436,0.01586,0,0.12623,0,0.02353,0,0.05659,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,2|1224|29547|213849|72294|194,0,0,0,0,0,0,0,0.04436,0.01586,0,0.12623,0,0.02353,0,0.05659,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus,2|1224|29547|213849|72294|194|203,0,0,0,0,0,0,0,0,0.00737,0,0.12623,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae,2|1224|29547|213849|72294|194|204,0,0,0,0,0,0,0,0.04436,0.00849,0,0,0,0.02353,0,0.05659,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales,2|1224|1236|135615,0,0,0,0,0,0,0.20734,0,0.14107,0,0,0.90206,0.03654,0,0.42395,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae,2|1224|1236|135615|868,0,0,0,0,0,0,0.20734,0,0.14107,0,0,0.90206,0.03654,0,0.42395,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium,2|1224|1236|135615|868|2717,0,0,0,0,0,0,0.20734,0,0.14107,0,0,0.90206,0.03654,0,0.42395,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis,2|1224|1236|135615|868|2717|2718,0,0,0,0,0,0,0,0,0.04514,0,0,0.18736,0,0,0.04268,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum,2|1224|1236|135615|868|2717|194702,0,0,0,0,0,0,0.20734,0,0.09594,0,0,0.7147,0.03654,0,0.38127,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales,2|1224|1236|135625,0,0,0,0,0,0,0.12646,0.09173,0.04171,0,0,0.15796,0.03827,0,0.12958,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,2|1224|1236|135625|712,0,0,0,0,0,0,0.12646,0.09173,0.04171,0,0,0.15796,0.03827,0,0.12958,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,2|1224|1236|135625|712|416916,0,0,0,0,0,0,0.12646,0.09173,0.04171,0,0,0.15796,0.03827,0,0.12958,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus,2|1224|1236|135625|712|416916|732,0,0,0,0,0,0,0,0,0.01546,0,0,0.15796,0.03827,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis,2|1224|1236|135625|712|416916|739,0,0,0,0,0,0,0.12646,0.09173,0.02625,0,0,0,0,0,0.12958,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,2|1224|1236|72274,15.3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,2|1224|1236|72274|135621,15.3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,2|1224|1236|72274|135621|286,15.3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_benzenivorans,2|1224|1236|72274|135621|286|556533,15.3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Spirochaetes,2|203691,0,0,0,0,0.81954,0,0.55857,0,1.28429,0,0.6129,0.3821,0.17675,0.30254,0.53942,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia,2|203691|203692,0,0,0,0,0.81954,0,0.55857,0,1.28429,0,0.6129,0.3821,0.17675,0.30254,0.53942,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales,2|203691|203692|136,0,0,0,0,0.81954,0,0.55857,0,1.28429,0,0.6129,0.3821,0.17675,0.30254,0.53942,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae,2|203691|203692|136|137,0,0,0,0,0.81954,0,0.55857,0,1.28429,0,0.6129,0.3821,0.17675,0.30254,0.53942,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema,2|203691|203692|136|137|157,0,0,0,0,0.81954,0,0.55857,0,1.28429,0,0.6129,0.3821,0.17675,0.30254,0.53942,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola,2|203691|203692|136|137|157|158,0,0,0,0,0.31422,0,0.38728,0,0.36445,0,0.13655,0.188,0.08166,0,0.08946,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_lecithinolyticum,2|203691|203692|136|137|157|53418,0,0,0,0,0,0,0,0,0.04004,0,0,0,0,0,0,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_maltophilum,2|203691|203692|136|137|157|51160,0,0,0,0,0,0,0,0,0.16684,0,0,0,0,0,0.05632,0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii,2|203691|203692|136|137|157|53419,0,0,0,0,0.50532,0,0.17129,0,0.71297,0,0.47635,0.1941,0.09508,0.30254,0.39364,0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter,2|508458|649775|649776|649777|638847,0,0,0,0,0,0,0,0,0,0,0,0,0.31918,0,0,0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens,2|508458|649775|649776|649777|638847|638849,0,0,0,0,0,0,0,0,0,0,0,0,0.31918,0,0,0
